Name,RA_hms,Dec_dms
J1859-0233_P,18:59:44.0,-02:33:00
J1900+0213_P,19:00:12,+02:13:00
J1900+0227,19:00:38.6,+02:27:32.0
J1900+0308,19:00:50.5,+03:08:24.0
J1900+0405_P,19:00:40,+04:05:00
J1900+0438,19:00:13.3,+04:38:46.8
J1900+0634,19:00:28.0,+06:34:20.8
J1900+0715_P,19:00:22,+07:15:00
J1900+0732_P,19:00:15,+07:32:00
J1900+0908_P,19:00:19,+09:08:00
J1900+0947_P,19:00:57.6,+09:47:00
J1900+1017_P,19:00:34.8,+10:17:00
J1900+30,19:00:18,+30:53:00
J1900+4221,19:00:10.5,+42:20:48.1
J1900-0051,19:00:46.6,-00:51:08.6
J1900-0126_P,19:00:06.1,-01:26:00
J1900-0134,19:00:26.1,-01:34:38.2
J1900-0152_P,19:00:56,-01:52:00
J1900-0933,19:00:31.2,-09:33:48.1
B1857-26,19:00:47.5,-26:00:43.8
B1851-79,19:00:24.4,-79:51:48.2
J1901+00,19:01:32,+00:32:00
J1901+0020_P,19:01:17,+00:20:00
J1901+0124,19:01:52.5,+01:24:47.9
B1859+01,19:01:34.2,+01:56:38.2
J1901+0234,19:01:26.9,+02:34:51.4
J1901+0254,19:01:15.6,+02:54:41
J1901+0300,19:01:59.6,+03:00:23.3
J1901+0315_P,19:01:34,+03:15:00
J1901+0320,19:01:03.0,+03:20:17.5
B1859+03,19:01:31.7,+03:31:05.9
J1901+0355,19:01:30.8,+03:55:58.9
J1901+0413,19:01:10.3,+04:13:51
J1901+0435,19:01:32.2,+04:35:23
J1901+0459,19:01:17.4,+04:59:06.8
J1901+0510,19:01:57.9,+05:10:36.5
J1901+0511,19:01:42.9,+05:11:00.2
J1901+0621,19:01:05.9,+06:21:19
J1901+0658,19:01:22.8,+06:58:24.1
J1901+0712_P,19:01:30,+07:12:00
B1859+07,19:01:38.9,+07:16:34.8
J1901+1140_P,19:01:14.7,+11:40:00
J1901+13,19:01:23,+13:34:00
J1901+1306,19:01:48.7,+13:06:48.3
J1901+1316_P,19:01:20.8,+13:16:00
J1901-0015_P,19:01:11.6,-00:15:00
J1901-0104_P,19:01:10.7,-01:04:00
J1901-0125,19:01:33.8,-01:25:29
J1901-0312,19:01:15.6,-03:12:30.2
J1901-0315,19:01:16.3,-03:15:14.3
J1901-0906,19:01:53.0,-09:06:11.1
J1901-1740,19:01:18.0,-17:40:00
J1902+0011_P,19:02:40.2,+00:11:00
J1902+0235,19:02:31.0,+02:35:14.7
J1902+0248,19:02:50.2,+02:48:56
B1900+05,19:02:42.6,+05:56:25.9
J1902+0557_P,19:02:56,+05:57:00
B1900+06,19:02:50.2,+06:16:33.4
J1902+0717_P,19:02:05.3,+07:17:00
J1902+0723,19:02:13.5,+07:23:51
J1902+0809_P,19:02:20,+08:09:00
J1902+0909_P,19:02:56.7,+09:09:00
J1902+0926_P,19:02:09.7,+09:26:00
J1902+0938_P,19:02:10.5,+09:38:00
J1902+0953_P,19:02:15.2,+09:53:00
J1902+1022_P,19:02:42.5,+10:22:00
J1902+1141,19:02:02.2,+11:41:05.5
J1902+1234_P,19:02:49.1,+12:34:00
J1902-0012_P,19:02:03.8,-00:12:00
J1902-0107_P,19:02:36.8,-01:07:00
J1902-0340,19:02:50.7,-03:40:18
J1902-1036,19:02:42.3,-10:36:13.0
J1902-5105,19:02:02.8,-51:05:57.0
B1900+01,19:03:29.9,+01:35:38.5
J1903+0317_P,19:03:06.7,+03:17:00
J1903+0319_P,19:03:14,+03:19:00
J1903+0327,19:03:05.7,+03:27:19.2
J1903+0415,19:03:28.3,+04:15:07.6
J1903+0433_P,19:03:19,+04:33:00
J1903+0534_P,19:03:29,+05:34:00
J1903+0601,19:03:20.8,+06:01:33.4
J1903+0654,19:03:55.2,+06:54:39.4
J1903+0829_P,19:03:39.2,+08:29:00
J1903+0839_P,19:03:52,+08:39:00
J1903+0845,19:03:39.6,+08:45:58.0
J1903+0851,19:03:04.5,+08:51:28.4
J1903+0912,19:03:42.1,+09:12:41.6
J1903+0925,19:03:55.1,+09:25:55
J1903+0949_P,19:03:41.7,+09:49:00
J1903+1728_P,19:03:22.4,+17:28:00
J1903+2225,19:03:52.9,+22:25:12.3
J1903-0258,19:03:30.3,-02:58:15.6
B1900-06,19:03:37.9,-06:32:21.5
J1903-0848,19:03:11.2,-08:48:57.4
J1903-7051,19:03:38.7,-70:51:43.5
J1904+0004,19:04:12.7,+00:04:05.0
J1904+0050_P,19:04:07.6,+00:50:00
J1904+0056,19:04:07.0,+00:56:59
J1904+0056_P,19:04:58.3,+00:56:00
J1904+0100_P,19:04:07.6,+01:00:00
J1904+0207_P,19:04:44,+02:07:00
J1904+0358_P,19:04:22,+03:58:00
J1904+0412,19:04:31.3,+04:12:05.9
J1904+0415_P,19:04:06,+04:15:00
J1904+0451,19:04:59.3,+04:51:54.9
J1904+0519_P,19:04:08,+05:19:00
J1904+0535_P,19:04:52,+05:35:00
J1904+0553B_P,19:04:17.6,+05:53:00
J1904+0553_P,19:04:17,+05:53:00
J1904+0603_P,19:04:52,+06:03:00
J1904+0621_P,19:04:55,+06:21:00
J1904+0738,19:04:07.5,+07:38:51.6
J1904+0800,19:04:03.5,+08:00:52.2
J1904+0823_P,19:04:44,+08:23:00
J1904+0836_P,19:04:35,+08:36:00
J1904+0852,19:04:55.2,+08:53:09.8
J1904+0945_P,19:04:20.6,+09:45:00
B1901+10,19:04:02.4,+10:11:34.3
J1904+33,19:04:00,+33:00:00
J1904-0036_P,19:04:45.4,-00:36:00
J1904-0150,19:04:55.5,-01:50:32.5
J1904-11,19:04:34,-11:30:34
J1904-1224,19:04:33.2,-12:24:01.3
J1904-1629,19:04:51.3,-16:29:19
J1905+0154A,19:05:15.4,+01:54:33
J1905+0156_P,19:05:08,+01:56:00
J1905+0400,19:05:28.2,+04:00:10.8
J1905+0414,19:05:00,+04:14:00
J1905+0450_P,19:05:59,+04:50:00
J1905+0558_P,19:05:04,+05:58:00
J1905+0600,19:05:04.3,+06:01:00.6
J1905+0616,19:05:06.8,+06:16:16.7
J1905+0649_P,19:05:05.2,+06:49:00
J1905+0656,19:05:44.3,+06:56:35.0
B1903+07,19:05:53.6,+07:09:19.4
J1905+0758,19:05:50.9,+07:58:52.6
J1905+0849_P,19:05:02.6,+08:49:00
J1905+0902,19:05:19.5,+09:02:32.3
J1905+0920_P,19:05:09,+09:20:00
J1905+0936,19:05:26.0,+09:35:59.4
J1905+1034,19:05:20.6,+10:34:27.7
J1905+1200_P,19:05:07.3,+12:00:00
J1905-0046_P,19:05:08.9,-00:46:00
B1902-01,19:05:27.7,-00:56:41.1
J1905-0128_P,19:05:33.2,-01:28:00
J1906+0055,19:06:48.6,+00:55:07.8
J1906+0310_P,19:06:20.0,+03:10:00
J1906+0335_P,19:06:48,+03:35:00
J1906+0352_P,19:06:27.2,+03:52:00
J1906+0414,19:06:57.7,+04:14:29.4
J1906+0454,19:06:47.1,+04:54:09.0
J1906+0509,19:06:56.4,+05:09:35.6
B1904+06,19:06:35.2,+06:41:02.9
J1906+0646_P,19:06:15,+06:46:00
J1906+0649,19:06:12.0,+06:49:48.5
J1906+0722,19:06:31.2,+07:22:55.8
J1906+0724,19:06:22.5,+07:24:22.8
J1906+0746,19:06:48.8,+07:46:25.9
J1906+0757,19:06:41.7,+07:57:01.8
J1906+0822_P,19:06:38,+08:22:00
J1906+0912,19:06:28.4,+09:12:55.4
J1906+1049_P,19:06:21.5,+10:49:00
J1906+1211_P,19:06:42.0,+12:11:00
J1906+1854,19:06:44.7,+18:54:08.5
J1906-0036_P,19:06:44.9,-00:36:00
J1906-0200_P,19:06:56.3,-02:00:00
J1906-1754,19:06:14.7,-17:54:34.3
J1907+0009_P,19:07:21.5,+00:09:00
J1907+0014_P,19:07:56.7,+00:14:00
J1907+0029_P,19:07:23.4,+00:29:00
J1907+0052_P,19:07:57.5,+00:52:00
J1907+0249,19:07:42.0,+02:49:41
J1907+0255,19:07:17.9,+02:55:02.7
J1907+0345,19:07:14.5,+03:45:10.6
J1907+0534,19:07:23.3,+05:34:53
J1907+0555_P,19:07:27,+05:55:00
J1907+0602,19:07:54.7,+06:02:16.9
J1907+0631,19:07:03.8,+06:31:18.9
J1907+0658_P,19:07:34,+06:58:00
J1907+0709_P,19:07:57,+07:09:00
J1907+0731,19:07:54.7,+07:31:22.0
J1907+0740,19:07:44.1,+07:40:22.6
J1907+0833,19:07:57.0,+08:33:59.9
J1907+0859,19:07:01.9,+08:59:43.8
J1907+0918,19:07:22.4,+09:18:30.7
J1907+0919,19:07:14.3,+09:19:20.1
J1907+1149,19:07:37.7,+11:49:37.1
B1904+12,19:07:10.7,+12:47:35.9
B1905+39,19:07:34.6,+40:02:05.7
J1907+57,19:07:00,+57:00:00
J1907-0119_P,19:07:35.6,-01:19:00
J1907-1018,19:07:42.0,-10:18:42.5
J1907-1532,19:07:06.7,-15:32:14.9
J1908+0002_P,19:08:28.5,+00:02:00
J1908+0029_P,19:08:30.4,+00:29:00
J1908+0053_P,19:08:06.8,+00:53:00
J1908+0128,19:08:18.8,+01:28:22.7
J1908+0136_P,19:08:39.5,+01:36:00
J1908+0233_P,19:08:42.5,+02:33:00
J1908+0457,19:08:16.1,+04:57:41
J1908+0457_P,19:08:30.4,+04:57:00
J1908+0500,19:08:05.1,+05:00:53.9
J1908+0558,19:08:01.9,+05:58:33.9
J1908+0704_P,19:08:55.4,+07:04:00
J1908+0734,19:08:17.0,+07:34:14.3
J1908+0811_P,19:08:44,+08:11:00
J1908+0833,19:08:20.9,+08:33:31.5
J1908+0839,19:08:18.5,+08:39:59.2
J1908+0909,19:08:07.4,+09:09:11.8
J1908+0911_P,19:08:09,+09:11:00
B1906+09,19:08:58.7,+09:16:13.7
J1908+0949_P,19:08:08,+09:49:00
J1908+1035_P,19:08:23,+10:35:00
J1908+1351,19:08:35.3,+13:51:40
J1908+2105,19:08:57.2,+21:05:02.7
J1908+2351,19:08:31.9,+23:51:41.9
J1908-0022_P,19:08:21.9,-00:22:00
B1907+00,19:09:35.2,+00:07:57.7
J1909+0137_P,19:09:14.7,+01:37:00
J1909+0157_P,19:09:46.0,+01:57:00
B1907+02,19:09:38.3,+02:54:50.6
J1909+0310_P,19:09:51.7,+03:10:00
J1909+0423_P,19:09:31.7,+04:23:00
J1909+0616,19:09:51.2,+06:16:51.8
J1909+0641,19:09:29.0,+06:41:25.8
J1909+0651_P,19:09:01.6,+06:51:00
J1909+0657_P,19:09:14,+06:57:00
J1909+0749,19:09:08.2,+07:49:32
J1909+0905_P,19:09:39,+09:05:00
J1909+0912,19:09:19.8,+09:12:53.3
J1909+0930_P,19:09:47,+09:30:00
B1907+10,19:09:48.6,+11:02:03.0
J1909+1132_P,19:09:37,+11:32:00
J1909+1148,19:09:31.3,+11:48:59.8
J1909+1205,19:09:51.4,+12:05:47
J1909+1338_P,19:09:16.6,+13:38:00
J1909+1450,19:09:26.9,+14:50:58
J1909+1859,19:09:18.6,+18:59:10.7
J1909-3744,19:09:47.4,-37:44:14.5
J1910+0130_P,19:10:43.9,+01:30:00
J1910+0225,19:10:10.3,+02:25:24.5
B1907+03,19:10:09.0,+03:58:28.0
J1910+0423_P,19:10:10.3,+04:23:00
J1910+0435,19:10:11.0,+04:35:29.5
J1910+0517,19:10:37.9,+5:17:56.1
J1910+0534,19:10:26.5,+05:34:09
J1910+0710,19:10:13.8,+07:10:46.4
J1910+0714,19:10:18.5,+07:14:12.1
J1910+0728,19:10:22.0,+07:28:37.0
J1910+1017,19:10:26.1,+10:17:54.0
J1910+1026,19:10:48.7,+10:26:52.5
J1910+1054_P,19:10:01,+10:54:00
J1910+1117_P,19:10:27,+11:17:00
B1907+12,19:10:13.5,+12:31:40.2
J1910+1256,19:10:09.7,+12:56:25.4
J1910+56,19:10:42,+56:55:00
J1910-0018_P,19:10:26.0,-00:18:00
J1910-0112,19:10:15.7,-01:12:06
B1907-03,19:10:29.6,-03:09:54.1
J1910-0556,19:10:16.5,-05:56:29.9
J1910-5320,19:10:49.1,-53:20:57.1
J1910-5959A,19:11:42.7,-59:58:26.9
J1910-5959B,19:10:52.0,-59:59:00.8
J1910-5959C,19:11:05.5,-60:00:59.7
J1910-5959D,19:10:52.4,-59:59:05.4
J1910-5959E,19:10:52.1,-59:59:02.0
J1910-5959F,19:10:52.0,-59:59:09.3
J1911+00,19:11:48,+00:37:00
B1908+00A,19:11:11.0,+01:02:09.7
J1911+0101B,19:11:12.5,+01:01:50.4
J1911+0305_P,19:11:53.6,+03:05:00
J1911+0310_P,19:11:18,+03:10:00
J1911+0314_P,19:11:47.2,+03:14:00
J1911+0329_P,19:11:21.7,+03:29:00
J1911+0751_P,19:11:43,+07:51:00
J1911+0906_P,19:11:38.1,+09:06:00
J1911+0921,19:11:46.4,+09:21:56.8
J1911+0925,19:11:59.4,+09:25:32.2
J1911+0939_P,19:11:38,+09:39:00
J1911+1017_P,19:11:12,+10:17:00
J1911+1051,19:11:42.2,+10:51:26.7
J1911+1206_P,19:11:24.5,+12:06:00
J1911+1252_P,19:11:28,+12:52:00
J1911+1301,19:11:31.7,+13:01:26.6
J1911+1336,19:11:59.5,+13:36:55.0
J1911+1347,19:11:55.2,+13:47:34.3
J1911+1440_P,19:11:20.9,+14:40:00
J1911+1525_P,19:11:36.9,+15:25:00
J1911+1758,19:11:55.3,+17:58:45.7
J1911-0129_P,19:11:08.3,-01:29:00
J1911-1114,19:11:49.2,-11:14:22.4
J1912+0735_P,19:12:41.2,+07:35:00
J1912+0934_P,19:12:41,+09:34:00
J1912+1000_P,19:12:46,+10:00:00
B1910+10,19:12:46.3,+10:36:41.6
J1912+1105_P,19:12:26,+11:05:00
J1912+1417_P,19:12:32,+14:17:00
B1910+20,19:12:43.3,+21:04:33.9
J1912+2525,19:12:18.6,+25:25:02.1
J1912-0952,19:12:12.2,-09:52:51.7
J1913+0153_P,19:13:47.8,+01:53:00
J1913+0400_P,19:13:59.9,+04:00:00
J1913+0446,19:13:50.8,+04:46:06
J1913+0453_P,19:13:49.7,+04:53:00
J1913+0458_P,19:13:37.9,+04:58:00
J1913+0523,19:13:22.7,+05:23:58.8
J1913+0618,19:13:17.8,+06:18:08.2
J1913+0655_P,19:13:35.9,+06:55:00
J1913+0657,19:13:32.9,+06:57:24.3
J1913+0832,19:13:00.5,+08:32:05.1
J1913+0837_P,19:13:53.8,+08:37:00
J1913+0904,19:13:21.0,+09:04:45.4
B1911+09,19:13:52.7,+09:36:41.8
J1913+1000,19:13:03.5,+10:00:02.4
J1913+1011,19:13:20.3,+10:11:23.0
J1913+1037_P,19:13:53,+10:37:00
J1913+1050,19:13:35.3,+10:50:26.6
J1913+1054_P,19:13:07,+10:54:00
J1913+1058_P,19:13:04.1,+10:58:00
J1913+1102,19:13:29.0,+11:02:05.7
J1913+11025,19:13:42.7,+11:02:58.8
J1913+1145,19:13:43.8,+11:45:32.3
J1913+1330,19:13:17.9,+13:30:32.7
B1911+13,19:13:24.3,+14:00:52.5
J1913+3732,19:13:27.8,+37:32:12.3
B1911-04,19:13:54.1,-04:40:47.6
J1914+0219,19:14:23.7,+02:19:47.7
J1914+0219_P,19:14:53.5,+02:19:00
J1914+0625,19:14:08.3,+06:25:00.9
J1914+0631,19:14:17.3,+06:31:56.9
J1914+0659,19:14:17.6,+07:01:11.0
J1914+0805,19:14:05.5,+08:05:12.7
J1914+0838,19:14:26.4,+08:38:45.1
J1914+0905_P,19:14:54.5,+09:05:00
J1914+1029_P,19:14:23,+10:29:00
J1914+1053_P,19:14:15.8,+10:53:00
J1914+1054_P,19:14:07,+10:54:00
B1911+11,19:14:10.1,+11:22:03.7
J1914+1228_P,19:14:55,+12:28:00
J1914+1428,19:14:53.9,+14:28:46.2
J1914+2636,19:14:55.7,+26:36:16.3
J1915+0227,19:15:02.1,+02:27:47.6
J1915+0353_P,19:15:05.8,+03:53:00
J1915+0411_P,19:15:32.0,+04:11:00
J1915+0601_P,19:15:56.2,+06:01:00
J1915+0639,19:15:54.3,+06:39:46.2
J1915+0720_P,19:15:35.3,+07:20:00
J1915+0738,19:15:24.7,+07:38:31.2
J1915+0752,19:15:01.9,+07:52:09.2
J1915+0832_P,19:15:06,+08:32:00
J1915+0838,19:15:13.8,+08:39:00.4
B1913+10,19:15:29.9,+10:09:43.4
J1915+1045_P,19:15:32,+10:45:00
J1915+1145,19:15:33.1,+11:45:40.9
J1915+1150,19:15:16.6,+11:50:35.4
J1915+1410,19:15:35.4,+14:10:51.5
B1913+16,19:15:27.9,+16:06:27.3
B1913+167,19:15:19.1,+16:47:08.5
J1915+1714_P,19:15:46.5,+17:14:00
J1915-11,19:15:00,-11:30:00
J1916+0741_P,19:16:17,+07:41:00
J1916+0748,19:16:51.5,+07:48:00
J1916+07481,19:17:00.8,+07:48:43.9
J1916+0844,19:16:19.0,+08:44:06.9
J1916+0852,19:16:24.6,+08:52:36
J1916+0937_P,19:16:01,+09:37:00
B1914+09,19:16:32.3,+09:51:25.9
J1916+1023,19:16:36.9,+10:23:03
B1913+105,19:16:11.7,+10:30:52.4
J1916+10305,19:16:46,+10:30:00
J1916+1142A_P,19:16:59,+11:42:00
J1916+1142B_P,19:16:59,+11:42:00
J1916+1225,19:16:20.0,+12:25:53.9
J1916+1244_P,19:16:02.4,+12:44:00
B1914+13,19:16:58.6,+13:12:50.0
J1916+1428_P,19:16:45.4,+14:28:00
J1916+3224,19:16:03.4,+32:24:39.7
J1916+38,19:16:30,+38:48:00
J1916-2939,19:16:32.7,-29:39:27.8
J1917+0543_P,19:17:14.2,+05:43:00
J1917+0615_P,19:17:20.2,+06:15:00
J1917+0743,19:17:25.9,+07:43:16.6
J1917+0834,19:17:48.8,+08:34:54.6
J1917+08340,19:17:04,+08:34:00
J1917+0923_P,19:17:45.4,+09:23:00
J1917+1046_P,19:17:55,+10:46:00
J1917+1121_P,19:17:27,+11:21:00
J1917+1259_P,19:17:29,+12:59:00
B1915+13,19:17:39.7,+13:53:57.0
J1917+1411_P,19:17:26,+14:11:00
J1917+1551_P,19:17:07.3,+15:51:00
J1917+1556_P,19:17:19.2,+15:56:00
J1917+17,19:17:00,+17:24:00
J1917+1710_P,19:17:37.8,+17:10:00
J1917+1737,19:17:23.9,+17:37:31.6
J1917+2035_P,19:17:06.5,+20:35:00
B1915+22,19:17:44.2,+22:22:48.8
J1918+0342_P,19:18:22,+03:42:00
J1918+0523_P,19:18:37.4,+05:23:00
J1918+0621_P,19:18:00.6,+06:21:00
J1918+1311,19:18:46.2,+13:11:24.5
J1918+1340_P,19:18:54,+13:40:00
B1916+14,19:18:23.6,+14:45:06.0
J1918+1514_P,19:18:57,+15:14:00
J1918+1521_P,19:18:13.6,+15:21:00
J1918+1536_P,19:18:23,+15:36:00
J1918+1540_P,19:18:19,+15:40:00
J1918+1541,19:18:07.7,+15:41:15.2
J1918+1547_P,19:18:34,+15:47:00
J1918+26,19:18:30,+26:55:00
J1918-0642,19:18:48.0,-06:42:34.9
J1918-1052,19:18:48.2,-10:52:46.3
B1917+00,19:19:50.6,+00:21:39.7
J1919+0126_P,19:19:23.0,+01:26:00
J1919+0134,19:19:43.5,+01:34:56.5
J1919+0727_P,19:19:11.2,+07:27:00
J1919+1113_P,19:19:27,+11:13:00
J1919+1314,19:19:32.9,+13:14:37.3
J1919+1341_P,19:19:23.0,+13:41:00
J1919+1502_P,19:19:57.9,+15:02:00
J1919+1527_P,19:19:50,+15:27:00
J1919+1645,19:19:09.2,+16:45:22.7
J1919+1745,19:19:43.3,+17:45:03.7
J1919+23,19:19:26,+23:52:46
J1919+2621,19:19:41.0,+26:21:29.4
J1920+0129_P,19:20:39.9,+01:29:00
J1920+0941_P,19:20:16.4,+09:41:00
J1920+1030_P,19:20:51.1,+10:30:00
J1920+1040,19:20:55.3,+10:40:31
J1920+1110,19:20:13.3,+11:10:59
J1920+1340_P,19:20:05.8,+13:40:00
J1920+1515_P,19:20:22,+15:15:00
J1920+1817_P,19:20:27.3,+18:17:00
B1918+26,19:20:38.3,+26:50:38.4
J1920-0950,19:20:55.9,-09:50:01.0
J1921+0137,19:21:30.3,+01:37:25.5
J1921+0812,19:21:47.7,+08:12:51.8
J1921+0851_P,19:21:11,+08:51:00
J1921+0921,19:21:53.4,+09:21:30.2
J1921+1006_P,19:21:44,+10:06:00
J1921+1216_P,19:21:03.3,+12:16:00
J1921+1227_P,19:21:22,+12:27:00
J1921+1238_P,19:21:33.2,+12:38:00
J1921+1259_P,19:21:18,+12:59:00
J1921+1329_P,19:21:26.3,+13:29:00
J1921+1340_P,19:21:30,+13:40:00
B1919+14,19:21:24.1,+14:19:17.1
J1921+1503_P,19:21:27.5,+15:03:00
J1921+1505_P,19:21:25,+15:05:00
J1921+1544,19:21:46.4,+15:44:17.4
J1921+1629_P,19:21:47,+16:29:00
J1921+1630,19:21:00.1,+16:30:55.8
J1921+1632_P,19:21:37,+16:32:00
J1921+1652_P,19:21:34.0,+16:52:00
J1921+1720_P,19:21:41.4,+17:20:00
J1921+1733_P,19:21:00.8,+17:33:00
J1921+1808_P,19:21:35.4,+18:08:00
J1921+1929,19:21:23.3,+19:29:22.2
B1918+19,19:21:03.7,+19:48:44.7
B1919+20,19:21:51.5,+20:03:20.8
B1919+21,19:21:44.8,+21:53:02.2
J1921+34,19:21:00,+34:07:00
J1921-05,19:21:04,-05:23:00
J1921-0510,19:21:29.4,-05:10:10.8
J1922+1131,19:22:50.2,+11:31:58.5
J1922+1511_P,19:22:23.0,+15:11:00
J1922+1642_P,19:22:01.4,+16:42:00
J1922+1730_P,19:22:06.0,+17:30:00
J1922+1733,19:22:53.2,+17:33:23.4
B1920+20,19:22:08.0,+20:17:57.3
B1920+21,19:22:53.5,+21:10:41.9
J1922+37,19:22:03,+37:46:00
J1922+58,19:22:00,+58:28:00
J1923+1143_P,19:23:38,+11:43:00
J1923+1521_P,19:23:12,+15:21:00
B1921+17,19:23:07.8,+17:06:09.4
J1923+2022_P,19:23:56,+20:22:00
J1923+2515,19:23:22.4,+25:15:40.5
J1923+4243,19:23:15.2,+42:43:18.6
J1923-0408,19:23:10.9,-04:08:19.4
J1924+1201_P,19:24:08.3,+12:01:00
J1924+1343_P,19:24:20,+13:43:00
J1924+1446_P,19:24:54,+14:46:00
J1924+1509_P,19:24:34,+15:09:00
J1924+1510_P,19:24:02,+15:10:00
J1924+1628,19:24:44.0,+16:28:37.6
J1924+1631,19:24:54.8,+16:31:48.8
J1924+1639,19:24:03.1,+16:39:40.7
J1924+1713,19:24:32.5,+17:13:33.0
J1924+1734_P,19:24:57,+17:34:00
J1924+1835_P,19:24:24.9,+18:35:00
J1924+1917,19:24:26.2,+19:17:24.4
J1924+1923_P,19:24:20,+19:23:00
J1924+1932_P,19:24:49,+19:32:00
J1924+2027_P,19:24:34,+20:27:00
J1924+2037_P,19:24:34,+20:37:00
B1922+20,19:24:40,+20:40:03
J1924+2110_P,19:24:10.1,+21:10:00
J1925+1335_P,19:25:44.1,+13:35:00
J1925+1532_P,19:25:00,+15:32:00
J1925+1629_P,19:25:10,+16:29:00
J1925+1636_P,19:25:48,+16:36:00
J1925+1720,19:25:27.0,+17:20:27.3
J1925+19,19:25:26,+19:04:00
J1925+1934_P,19:25:50.6,+19:34:00
J1925-16,19:25:06,-16:01:00
B1923+04,19:26:24.4,+04:31:31.5
J1926+0737,19:26:33.7,+07:37:07.2
B1924+14,19:26:57.2,+14:34:55.3
J1926+1452_P,19:26:55,+14:52:00
J1926+1614,19:26:50.2,+16:14:18.7
J1926+1631,19:26:23.9,+16:31:27.7
B1924+16,19:26:45.3,+16:48:32.7
J1926+1803_P,19:26:38.8,+18:03:00
J1926+1857_P,19:26:59,+18:57:00
B1924+19,19:26:22.8,+19:28:11.7
J1926+2016,19:26:18.0,+20:16:01.1
J1926-0652,19:26:37.0,-06:52:42.7
J1926-1314,19:26:53.8,-13:14:03.8
J1927+0911,19:27:25.6,+09:11:05.7
J1927+1126_P,19:27:39.0,+11:26:00
J1927+1430_P,19:27:40,+14:30:00
J1927+1457_P,19:27:06.8,+14:57:00
J1927+1849_P,19:27:46,+18:49:00
B1925+18,19:27:10.4,+18:52:08.6
B1925+188,19:27:24.9,+18:56:36.5
J1927+1940_P,19:27:17,+19:40:00
J1927+2008_P,19:27:20.1,+20:08:00
B1925+22,19:27:08.0,+22:34:57.3
J1928+1245,19:28:45.3,+12:45:53.3
J1928+1443,19:28:06.7,+14:43:11.3
J1928+1458_P,19:28:42.8,+14:58:00
J1928+15,19:28:20,+15:13:00
J1928+1725,19:28:52,+17:25:29
J1928+1746,19:28:42.5,+17:46:29.6
J1928+1809_P,19:28:06,+18:09:00
J1928+1816_P,19:28:10,+18:16:00
J1928+1839_P,19:28:38,+18:39:00
J1928+1852,19:28:03.4,+18:53:04.9
J1928+1902_P,19:28:05,+19:02:00
J1928+1915_P,19:29:00,+19:15:00
J1928+1923,19:28:05.1,+19:23:31.3
J1928+28,19:28:00,+28:00:00
J1928-0108,19:28:18.9,-01:08:55.7
J1928-0548,19:28:23.5,-05:48:08.0
J1929+00,19:29:28,+00:26:00
J1929+0132,19:29:42.5,+01:32:46.5
J1929+1259_P,19:29:50.3,+12:59:00
J1929+1337_P,19:29:28.2,+13:37:00
J1929+1357,19:29:10.6,+13:57:35.9
J1929+1504_P,19:29:14.4,+15:04:00
J1929+1526_P,19:29:47.4,+15:26:00
J1929+16,19:29:18,+16:21:00
J1929+1615_P,19:29:36,+16:15:00
J1929+1731_P,19:29:04,+17:31:00
B1926+18,19:29:16.7,+18:44:59.5
J1929+19,19:29:32,+19:05:00
J1929+1937_P,19:29:10,+19:37:00
J1929+1955,19:29:17.5,+19:55:07.9
J1929+2121,19:29:04.2,+21:21:22.6
J1929+2355_P,19:29:44.8,+23:55:00
J1929+3817,19:29:07.0,+38:17:57.5
J1929+62,19:29:00,+62:16:00
J1929+6630,19:29:00,+66:00:00
B1927+13,19:30:00.9,+13:16:11.1
J1930+1357,19:30:11.9,+13:57:06.4
J1930+1403_P,19:30:18,+14:03:00
J1930+1408,19:30:18.9,+14:08:55.3
J1930+1708_P,19:30:17.8,+17:08:00
J1930+1713_P,19:30:54.6,+17:13:00
J1930+1722,19:30:30.1,+17:22:53.2
J1930+1852,19:30:30.1,+18:52:14.1
J1930+2441,19:30:45.3,+24:41:01.5
J1930+6205,19:30:42.4,+62:05:31.4
J1930-1852,19:30:29.7,-18:51:46.1
J1931+1428_P,19:31:48.4,+14:28:00
J1931+1439,19:31:40.4,+14:39:38.7
B1929+15,19:31:55.7,+15:36:57.4
J1931+1817,19:31:52.7,+18:17:00.7
J1931+1841_P,19:31:12.7,+18:41:00
J1931+1952,19:31:55.8,+19:52:11.5
J1931+2333_P,19:31:04.2,+23:33:00
J1931+30,19:31:28,+30:35:00
J1931+42,19:31:00,+42:30:00
J1931-0144,19:31:32.0,-01:44:22.5
B1929+10,19:32:14.0,+10:59:33.3
J1932+1500,19:32:46.3,+15:00:22.2
J1932+1756,19:32:07.2,+17:56:17.3
J1932+1916,19:32:19.7,+19:16:39
B1929+20,19:32:08.0,+20:20:46.4
J1932+2121_P,19:32:21.2,+21:21:00
J1932+2126_P,19:32:51,+21:26:00
B1930+22,19:32:22.7,+22:20:51.5
J1932-3655,19:32:06.1,-36:55:01.7
J1933+0758,19:33:19.4,+07:58:07.0
J1933+0913_P,19:33:51.3,+09:13:00
B1930+13,19:33:22.5,+13:04:49.9
J1933+1454_P,19:33:35.3,+14:54:00
J1933+1726,19:33:22.9,+17:26:49.6
J1933+1923_P,19:33:58,+19:23:00
J1933+2037_P,19:33:01.7,+20:37:00
J1933+2038_P,19:33:42,+20:38:00
J1933+2225_P,19:33:57.9,+22:25:00
